county,state,fips,cases,deaths,date,Daily Mean PM2.5 Concentration,UNITS,DAILY_AQI_VALUE,Site Name,CBSA_NAME,STATE,FIPS Code,COUNTY
Schenectady,New York,36093.0,2,0,03/15/2020,4.7,ug/m3 LC,20,Queens College Near Road,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Schenectady,New York,36093.0,2,0,03/15/2020,4.8,ug/m3 LC,20,PINNACLE STATE PARK,"Corning, NY",New York,101,Steuben
Suffolk,New York,36103.0,47,0,03/15/2020,4.6,ug/m3 LC,19,ALBANY COUNTY HEALTH DEPT,"Albany-Schenectady-Troy, NY",New York,1,Albany
Suffolk,New York,36103.0,47,0,03/15/2020,3.4,ug/m3 LC,14,Buffalo Near-Road,"Buffalo-Cheektowaga-Niagara Falls, NY",New York,29,Erie
Suffolk,New York,36103.0,47,0,03/15/2020,2.8,ug/m3 LC,12,WHITEFACE BASE,,New York,31,Essex
Suffolk,New York,36103.0,47,0,03/15/2020,4.0,ug/m3 LC,17,Rochester Near-Road,"Rochester, NY",New York,55,Monroe
Suffolk,New York,36103.0,47,0,03/15/2020,3.9,ug/m3 LC,16,ROCHESTER 2,"Rochester, NY",New York,55,Monroe
Suffolk,New York,36103.0,47,0,03/15/2020,2.1,ug/m3 LC,9,QUEENS COLLEGE 2,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Suffolk,New York,36103.0,47,0,03/15/2020,4.7,ug/m3 LC,20,Queens College Near Road,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Suffolk,New York,36103.0,47,0,03/15/2020,4.8,ug/m3 LC,20,PINNACLE STATE PARK,"Corning, NY",New York,101,Steuben
Tioga,New York,36107.0,1,0,03/15/2020,4.6,ug/m3 LC,19,ALBANY COUNTY HEALTH DEPT,"Albany-Schenectady-Troy, NY",New York,1,Albany
Tioga,New York,36107.0,1,0,03/15/2020,3.4,ug/m3 LC,14,Buffalo Near-Road,"Buffalo-Cheektowaga-Niagara Falls, NY",New York,29,Erie
Tioga,New York,36107.0,1,0,03/15/2020,2.8,ug/m3 LC,12,WHITEFACE BASE,,New York,31,Essex
Tioga,New York,36107.0,1,0,03/15/2020,4.0,ug/m3 LC,17,Rochester Near-Road,"Rochester, NY",New York,55,Monroe
Tioga,New York,36107.0,1,0,03/15/2020,3.9,ug/m3 LC,16,ROCHESTER 2,"Rochester, NY",New York,55,Monroe
Tioga,New York,36107.0,1,0,03/15/2020,2.1,ug/m3 LC,9,QUEENS COLLEGE 2,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Tioga,New York,36107.0,1,0,03/15/2020,4.7,ug/m3 LC,20,Queens College Near Road,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Tioga,New York,36107.0,1,0,03/15/2020,4.8,ug/m3 LC,20,PINNACLE STATE PARK,"Corning, NY",New York,101,Steuben
Tompkins,New York,36109.0,1,0,03/15/2020,4.6,ug/m3 LC,19,ALBANY COUNTY HEALTH DEPT,"Albany-Schenectady-Troy, NY",New York,1,Albany
Tompkins,New York,36109.0,1,0,03/15/2020,3.4,ug/m3 LC,14,Buffalo Near-Road,"Buffalo-Cheektowaga-Niagara Falls, NY",New York,29,Erie
Tompkins,New York,36109.0,1,0,03/15/2020,2.8,ug/m3 LC,12,WHITEFACE BASE,,New York,31,Essex
Tompkins,New York,36109.0,1,0,03/15/2020,4.0,ug/m3 LC,17,Rochester Near-Road,"Rochester, NY",New York,55,Monroe
Tompkins,New York,36109.0,1,0,03/15/2020,3.9,ug/m3 LC,16,ROCHESTER 2,"Rochester, NY",New York,55,Monroe
Tompkins,New York,36109.0,1,0,03/15/2020,2.1,ug/m3 LC,9,QUEENS COLLEGE 2,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Tompkins,New York,36109.0,1,0,03/15/2020,4.7,ug/m3 LC,20,Queens College Near Road,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Tompkins,New York,36109.0,1,0,03/15/2020,4.8,ug/m3 LC,20,PINNACLE STATE PARK,"Corning, NY",New York,101,Steuben
Ulster,New York,36111.0,5,0,03/15/2020,4.6,ug/m3 LC,19,ALBANY COUNTY HEALTH DEPT,"Albany-Schenectady-Troy, NY",New York,1,Albany
Ulster,New York,36111.0,5,0,03/15/2020,3.4,ug/m3 LC,14,Buffalo Near-Road,"Buffalo-Cheektowaga-Niagara Falls, NY",New York,29,Erie
Ulster,New York,36111.0,5,0,03/15/2020,2.8,ug/m3 LC,12,WHITEFACE BASE,,New York,31,Essex
Ulster,New York,36111.0,5,0,03/15/2020,4.0,ug/m3 LC,17,Rochester Near-Road,"Rochester, NY",New York,55,Monroe
Ulster,New York,36111.0,5,0,03/15/2020,3.9,ug/m3 LC,16,ROCHESTER 2,"Rochester, NY",New York,55,Monroe
Ulster,New York,36111.0,5,0,03/15/2020,2.1,ug/m3 LC,9,QUEENS COLLEGE 2,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Ulster,New York,36111.0,5,0,03/15/2020,4.7,ug/m3 LC,20,Queens College Near Road,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Ulster,New York,36111.0,5,0,03/15/2020,4.8,ug/m3 LC,20,PINNACLE STATE PARK,"Corning, NY",New York,101,Steuben
Westchester,New York,36119.0,195,0,03/15/2020,4.6,ug/m3 LC,19,ALBANY COUNTY HEALTH DEPT,"Albany-Schenectady-Troy, NY",New York,1,Albany
Westchester,New York,36119.0,195,0,03/15/2020,3.4,ug/m3 LC,14,Buffalo Near-Road,"Buffalo-Cheektowaga-Niagara Falls, NY",New York,29,Erie
Westchester,New York,36119.0,195,0,03/15/2020,2.8,ug/m3 LC,12,WHITEFACE BASE,,New York,31,Essex
Westchester,New York,36119.0,195,0,03/15/2020,4.0,ug/m3 LC,17,Rochester Near-Road,"Rochester, NY",New York,55,Monroe
Westchester,New York,36119.0,195,0,03/15/2020,3.9,ug/m3 LC,16,ROCHESTER 2,"Rochester, NY",New York,55,Monroe
Westchester,New York,36119.0,195,0,03/15/2020,2.1,ug/m3 LC,9,QUEENS COLLEGE 2,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Westchester,New York,36119.0,195,0,03/15/2020,4.7,ug/m3 LC,20,Queens College Near Road,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Westchester,New York,36119.0,195,0,03/15/2020,4.8,ug/m3 LC,20,PINNACLE STATE PARK,"Corning, NY",New York,101,Steuben
Albany,New York,36001.0,12,0,03/16/2020,4.7,ug/m3 LC,20,ALBANY COUNTY HEALTH DEPT,"Albany-Schenectady-Troy, NY",New York,1,Albany
Albany,New York,36001.0,12,0,03/16/2020,3.7,ug/m3 LC,15,Buffalo Near-Road,"Buffalo-Cheektowaga-Niagara Falls, NY",New York,29,Erie
Albany,New York,36001.0,12,0,03/16/2020,1.7,ug/m3 LC,7,WHITEFACE BASE,,New York,31,Essex
Albany,New York,36001.0,12,0,03/16/2020,4.9,ug/m3 LC,20,Rochester Near-Road,"Rochester, NY",New York,55,Monroe
Albany,New York,36001.0,12,0,03/16/2020,5.8,ug/m3 LC,24,ROCHESTER 2,"Rochester, NY",New York,55,Monroe
Albany,New York,36001.0,12,0,03/16/2020,2.1,ug/m3 LC,9,QUEENS COLLEGE 2,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Albany,New York,36001.0,12,0,03/16/2020,5.3,ug/m3 LC,22,Queens College Near Road,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Albany,New York,36001.0,12,0,03/16/2020,5.7,ug/m3 LC,24,PINNACLE STATE PARK,"Corning, NY",New York,101,Steuben
Allegany,New York,36003.0,2,0,03/16/2020,4.7,ug/m3 LC,20,ALBANY COUNTY HEALTH DEPT,"Albany-Schenectady-Troy, NY",New York,1,Albany
Allegany,New York,36003.0,2,0,03/16/2020,3.7,ug/m3 LC,15,Buffalo Near-Road,"Buffalo-Cheektowaga-Niagara Falls, NY",New York,29,Erie
Allegany,New York,36003.0,2,0,03/16/2020,1.7,ug/m3 LC,7,WHITEFACE BASE,,New York,31,Essex
Allegany,New York,36003.0,2,0,03/16/2020,4.9,ug/m3 LC,20,Rochester Near-Road,"Rochester, NY",New York,55,Monroe
Allegany,New York,36003.0,2,0,03/16/2020,5.8,ug/m3 LC,24,ROCHESTER 2,"Rochester, NY",New York,55,Monroe
Allegany,New York,36003.0,2,0,03/16/2020,2.1,ug/m3 LC,9,QUEENS COLLEGE 2,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Allegany,New York,36003.0,2,0,03/16/2020,5.3,ug/m3 LC,22,Queens College Near Road,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Allegany,New York,36003.0,2,0,03/16/2020,5.7,ug/m3 LC,24,PINNACLE STATE PARK,"Corning, NY",New York,101,Steuben
Broome,New York,36007.0,1,0,03/16/2020,4.7,ug/m3 LC,20,ALBANY COUNTY HEALTH DEPT,"Albany-Schenectady-Troy, NY",New York,1,Albany
Broome,New York,36007.0,1,0,03/16/2020,3.7,ug/m3 LC,15,Buffalo Near-Road,"Buffalo-Cheektowaga-Niagara Falls, NY",New York,29,Erie
Broome,New York,36007.0,1,0,03/16/2020,1.7,ug/m3 LC,7,WHITEFACE BASE,,New York,31,Essex
Broome,New York,36007.0,1,0,03/16/2020,4.9,ug/m3 LC,20,Rochester Near-Road,"Rochester, NY",New York,55,Monroe
Broome,New York,36007.0,1,0,03/16/2020,5.8,ug/m3 LC,24,ROCHESTER 2,"Rochester, NY",New York,55,Monroe
Broome,New York,36007.0,1,0,03/16/2020,2.1,ug/m3 LC,9,QUEENS COLLEGE 2,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Broome,New York,36007.0,1,0,03/16/2020,5.3,ug/m3 LC,22,Queens College Near Road,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Broome,New York,36007.0,1,0,03/16/2020,5.7,ug/m3 LC,24,PINNACLE STATE PARK,"Corning, NY",New York,101,Steuben
Delaware,New York,36025.0,1,0,03/16/2020,4.7,ug/m3 LC,20,ALBANY COUNTY HEALTH DEPT,"Albany-Schenectady-Troy, NY",New York,1,Albany
Delaware,New York,36025.0,1,0,03/16/2020,3.7,ug/m3 LC,15,Buffalo Near-Road,"Buffalo-Cheektowaga-Niagara Falls, NY",New York,29,Erie
Delaware,New York,36025.0,1,0,03/16/2020,1.7,ug/m3 LC,7,WHITEFACE BASE,,New York,31,Essex
Delaware,New York,36025.0,1,0,03/16/2020,4.9,ug/m3 LC,20,Rochester Near-Road,"Rochester, NY",New York,55,Monroe
Delaware,New York,36025.0,1,0,03/16/2020,5.8,ug/m3 LC,24,ROCHESTER 2,"Rochester, NY",New York,55,Monroe
Delaware,New York,36025.0,1,0,03/16/2020,2.1,ug/m3 LC,9,QUEENS COLLEGE 2,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Delaware,New York,36025.0,1,0,03/16/2020,5.3,ug/m3 LC,22,Queens College Near Road,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Delaware,New York,36025.0,1,0,03/16/2020,5.7,ug/m3 LC,24,PINNACLE STATE PARK,"Corning, NY",New York,101,Steuben
Dutchess,New York,36027.0,10,0,03/16/2020,4.7,ug/m3 LC,20,ALBANY COUNTY HEALTH DEPT,"Albany-Schenectady-Troy, NY",New York,1,Albany
Dutchess,New York,36027.0,10,0,03/16/2020,3.7,ug/m3 LC,15,Buffalo Near-Road,"Buffalo-Cheektowaga-Niagara Falls, NY",New York,29,Erie
Dutchess,New York,36027.0,10,0,03/16/2020,1.7,ug/m3 LC,7,WHITEFACE BASE,,New York,31,Essex
Dutchess,New York,36027.0,10,0,03/16/2020,4.9,ug/m3 LC,20,Rochester Near-Road,"Rochester, NY",New York,55,Monroe
Dutchess,New York,36027.0,10,0,03/16/2020,5.8,ug/m3 LC,24,ROCHESTER 2,"Rochester, NY",New York,55,Monroe
Dutchess,New York,36027.0,10,0,03/16/2020,2.1,ug/m3 LC,9,QUEENS COLLEGE 2,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Dutchess,New York,36027.0,10,0,03/16/2020,5.3,ug/m3 LC,22,Queens College Near Road,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Dutchess,New York,36027.0,10,0,03/16/2020,5.7,ug/m3 LC,24,PINNACLE STATE PARK,"Corning, NY",New York,101,Steuben
Erie,New York,36029.0,6,0,03/16/2020,4.7,ug/m3 LC,20,ALBANY COUNTY HEALTH DEPT,"Albany-Schenectady-Troy, NY",New York,1,Albany
Erie,New York,36029.0,6,0,03/16/2020,3.7,ug/m3 LC,15,Buffalo Near-Road,"Buffalo-Cheektowaga-Niagara Falls, NY",New York,29,Erie
Erie,New York,36029.0,6,0,03/16/2020,1.7,ug/m3 LC,7,WHITEFACE BASE,,New York,31,Essex
Erie,New York,36029.0,6,0,03/16/2020,4.9,ug/m3 LC,20,Rochester Near-Road,"Rochester, NY",New York,55,Monroe
Erie,New York,36029.0,6,0,03/16/2020,5.8,ug/m3 LC,24,ROCHESTER 2,"Rochester, NY",New York,55,Monroe
Erie,New York,36029.0,6,0,03/16/2020,2.1,ug/m3 LC,9,QUEENS COLLEGE 2,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Erie,New York,36029.0,6,0,03/16/2020,5.3,ug/m3 LC,22,Queens College Near Road,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Erie,New York,36029.0,6,0,03/16/2020,5.7,ug/m3 LC,24,PINNACLE STATE PARK,"Corning, NY",New York,101,Steuben
Greene,New York,36039.0,2,0,03/16/2020,4.7,ug/m3 LC,20,ALBANY COUNTY HEALTH DEPT,"Albany-Schenectady-Troy, NY",New York,1,Albany
Greene,New York,36039.0,2,0,03/16/2020,3.7,ug/m3 LC,15,Buffalo Near-Road,"Buffalo-Cheektowaga-Niagara Falls, NY",New York,29,Erie
Greene,New York,36039.0,2,0,03/16/2020,1.7,ug/m3 LC,7,WHITEFACE BASE,,New York,31,Essex
Greene,New York,36039.0,2,0,03/16/2020,4.9,ug/m3 LC,20,Rochester Near-Road,"Rochester, NY",New York,55,Monroe
Greene,New York,36039.0,2,0,03/16/2020,5.8,ug/m3 LC,24,ROCHESTER 2,"Rochester, NY",New York,55,Monroe
Greene,New York,36039.0,2,0,03/16/2020,2.1,ug/m3 LC,9,QUEENS COLLEGE 2,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Greene,New York,36039.0,2,0,03/16/2020,5.3,ug/m3 LC,22,Queens College Near Road,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Greene,New York,36039.0,2,0,03/16/2020,5.7,ug/m3 LC,24,PINNACLE STATE PARK,"Corning, NY",New York,101,Steuben
Herkimer,New York,36043.0,1,0,03/16/2020,4.7,ug/m3 LC,20,ALBANY COUNTY HEALTH DEPT,"Albany-Schenectady-Troy, NY",New York,1,Albany
Herkimer,New York,36043.0,1,0,03/16/2020,3.7,ug/m3 LC,15,Buffalo Near-Road,"Buffalo-Cheektowaga-Niagara Falls, NY",New York,29,Erie
Herkimer,New York,36043.0,1,0,03/16/2020,1.7,ug/m3 LC,7,WHITEFACE BASE,,New York,31,Essex
Herkimer,New York,36043.0,1,0,03/16/2020,4.9,ug/m3 LC,20,Rochester Near-Road,"Rochester, NY",New York,55,Monroe
Herkimer,New York,36043.0,1,0,03/16/2020,5.8,ug/m3 LC,24,ROCHESTER 2,"Rochester, NY",New York,55,Monroe
Herkimer,New York,36043.0,1,0,03/16/2020,2.1,ug/m3 LC,9,QUEENS COLLEGE 2,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Herkimer,New York,36043.0,1,0,03/16/2020,5.3,ug/m3 LC,22,Queens College Near Road,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Herkimer,New York,36043.0,1,0,03/16/2020,5.7,ug/m3 LC,24,PINNACLE STATE PARK,"Corning, NY",New York,101,Steuben
Monroe,New York,36055.0,10,0,03/16/2020,4.7,ug/m3 LC,20,ALBANY COUNTY HEALTH DEPT,"Albany-Schenectady-Troy, NY",New York,1,Albany
Monroe,New York,36055.0,10,0,03/16/2020,3.7,ug/m3 LC,15,Buffalo Near-Road,"Buffalo-Cheektowaga-Niagara Falls, NY",New York,29,Erie
Monroe,New York,36055.0,10,0,03/16/2020,1.7,ug/m3 LC,7,WHITEFACE BASE,,New York,31,Essex
Monroe,New York,36055.0,10,0,03/16/2020,4.9,ug/m3 LC,20,Rochester Near-Road,"Rochester, NY",New York,55,Monroe
Monroe,New York,36055.0,10,0,03/16/2020,5.8,ug/m3 LC,24,ROCHESTER 2,"Rochester, NY",New York,55,Monroe
Monroe,New York,36055.0,10,0,03/16/2020,2.1,ug/m3 LC,9,QUEENS COLLEGE 2,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Monroe,New York,36055.0,10,0,03/16/2020,5.3,ug/m3 LC,22,Queens College Near Road,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Monroe,New York,36055.0,10,0,03/16/2020,5.7,ug/m3 LC,24,PINNACLE STATE PARK,"Corning, NY",New York,101,Steuben
Montgomery,New York,36057.0,1,0,03/16/2020,4.7,ug/m3 LC,20,ALBANY COUNTY HEALTH DEPT,"Albany-Schenectady-Troy, NY",New York,1,Albany
Montgomery,New York,36057.0,1,0,03/16/2020,3.7,ug/m3 LC,15,Buffalo Near-Road,"Buffalo-Cheektowaga-Niagara Falls, NY",New York,29,Erie
Montgomery,New York,36057.0,1,0,03/16/2020,1.7,ug/m3 LC,7,WHITEFACE BASE,,New York,31,Essex
Montgomery,New York,36057.0,1,0,03/16/2020,4.9,ug/m3 LC,20,Rochester Near-Road,"Rochester, NY",New York,55,Monroe
Montgomery,New York,36057.0,1,0,03/16/2020,5.8,ug/m3 LC,24,ROCHESTER 2,"Rochester, NY",New York,55,Monroe
Montgomery,New York,36057.0,1,0,03/16/2020,2.1,ug/m3 LC,9,QUEENS COLLEGE 2,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Montgomery,New York,36057.0,1,0,03/16/2020,5.3,ug/m3 LC,22,Queens College Near Road,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Montgomery,New York,36057.0,1,0,03/16/2020,5.7,ug/m3 LC,24,PINNACLE STATE PARK,"Corning, NY",New York,101,Steuben
Nassau,New York,36059.0,109,0,03/16/2020,4.7,ug/m3 LC,20,ALBANY COUNTY HEALTH DEPT,"Albany-Schenectady-Troy, NY",New York,1,Albany
Nassau,New York,36059.0,109,0,03/16/2020,3.7,ug/m3 LC,15,Buffalo Near-Road,"Buffalo-Cheektowaga-Niagara Falls, NY",New York,29,Erie
Nassau,New York,36059.0,109,0,03/16/2020,1.7,ug/m3 LC,7,WHITEFACE BASE,,New York,31,Essex
Nassau,New York,36059.0,109,0,03/16/2020,4.9,ug/m3 LC,20,Rochester Near-Road,"Rochester, NY",New York,55,Monroe
Nassau,New York,36059.0,109,0,03/16/2020,5.8,ug/m3 LC,24,ROCHESTER 2,"Rochester, NY",New York,55,Monroe
Nassau,New York,36059.0,109,0,03/16/2020,2.1,ug/m3 LC,9,QUEENS COLLEGE 2,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Nassau,New York,36059.0,109,0,03/16/2020,5.3,ug/m3 LC,22,Queens College Near Road,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Nassau,New York,36059.0,109,0,03/16/2020,5.7,ug/m3 LC,24,PINNACLE STATE PARK,"Corning, NY",New York,101,Steuben
New York City,New York,,464,7,03/16/2020,4.7,ug/m3 LC,20,ALBANY COUNTY HEALTH DEPT,"Albany-Schenectady-Troy, NY",New York,1,Albany
New York City,New York,,464,7,03/16/2020,3.7,ug/m3 LC,15,Buffalo Near-Road,"Buffalo-Cheektowaga-Niagara Falls, NY",New York,29,Erie
New York City,New York,,464,7,03/16/2020,1.7,ug/m3 LC,7,WHITEFACE BASE,,New York,31,Essex
New York City,New York,,464,7,03/16/2020,4.9,ug/m3 LC,20,Rochester Near-Road,"Rochester, NY",New York,55,Monroe
New York City,New York,,464,7,03/16/2020,5.8,ug/m3 LC,24,ROCHESTER 2,"Rochester, NY",New York,55,Monroe
New York City,New York,,464,7,03/16/2020,2.1,ug/m3 LC,9,QUEENS COLLEGE 2,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
New York City,New York,,464,7,03/16/2020,5.3,ug/m3 LC,22,Queens College Near Road,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
New York City,New York,,464,7,03/16/2020,5.7,ug/m3 LC,24,PINNACLE STATE PARK,"Corning, NY",New York,101,Steuben
Onondaga,New York,36067.0,1,0,03/16/2020,4.7,ug/m3 LC,20,ALBANY COUNTY HEALTH DEPT,"Albany-Schenectady-Troy, NY",New York,1,Albany
Onondaga,New York,36067.0,1,0,03/16/2020,3.7,ug/m3 LC,15,Buffalo Near-Road,"Buffalo-Cheektowaga-Niagara Falls, NY",New York,29,Erie
Onondaga,New York,36067.0,1,0,03/16/2020,1.7,ug/m3 LC,7,WHITEFACE BASE,,New York,31,Essex
Onondaga,New York,36067.0,1,0,03/16/2020,4.9,ug/m3 LC,20,Rochester Near-Road,"Rochester, NY",New York,55,Monroe
Onondaga,New York,36067.0,1,0,03/16/2020,5.8,ug/m3 LC,24,ROCHESTER 2,"Rochester, NY",New York,55,Monroe
Onondaga,New York,36067.0,1,0,03/16/2020,2.1,ug/m3 LC,9,QUEENS COLLEGE 2,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Onondaga,New York,36067.0,1,0,03/16/2020,5.3,ug/m3 LC,22,Queens College Near Road,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Onondaga,New York,36067.0,1,0,03/16/2020,5.7,ug/m3 LC,24,PINNACLE STATE PARK,"Corning, NY",New York,101,Steuben
Ontario,New York,36069.0,1,0,03/16/2020,4.7,ug/m3 LC,20,ALBANY COUNTY HEALTH DEPT,"Albany-Schenectady-Troy, NY",New York,1,Albany
Ontario,New York,36069.0,1,0,03/16/2020,3.7,ug/m3 LC,15,Buffalo Near-Road,"Buffalo-Cheektowaga-Niagara Falls, NY",New York,29,Erie
Ontario,New York,36069.0,1,0,03/16/2020,1.7,ug/m3 LC,7,WHITEFACE BASE,,New York,31,Essex
Ontario,New York,36069.0,1,0,03/16/2020,4.9,ug/m3 LC,20,Rochester Near-Road,"Rochester, NY",New York,55,Monroe
Ontario,New York,36069.0,1,0,03/16/2020,5.8,ug/m3 LC,24,ROCHESTER 2,"Rochester, NY",New York,55,Monroe
Ontario,New York,36069.0,1,0,03/16/2020,2.1,ug/m3 LC,9,QUEENS COLLEGE 2,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Ontario,New York,36069.0,1,0,03/16/2020,5.3,ug/m3 LC,22,Queens College Near Road,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Ontario,New York,36069.0,1,0,03/16/2020,5.7,ug/m3 LC,24,PINNACLE STATE PARK,"Corning, NY",New York,101,Steuben
Orange,New York,36071.0,11,0,03/16/2020,4.7,ug/m3 LC,20,ALBANY COUNTY HEALTH DEPT,"Albany-Schenectady-Troy, NY",New York,1,Albany
Orange,New York,36071.0,11,0,03/16/2020,3.7,ug/m3 LC,15,Buffalo Near-Road,"Buffalo-Cheektowaga-Niagara Falls, NY",New York,29,Erie
Orange,New York,36071.0,11,0,03/16/2020,1.7,ug/m3 LC,7,WHITEFACE BASE,,New York,31,Essex
Orange,New York,36071.0,11,0,03/16/2020,4.9,ug/m3 LC,20,Rochester Near-Road,"Rochester, NY",New York,55,Monroe
Orange,New York,36071.0,11,0,03/16/2020,5.8,ug/m3 LC,24,ROCHESTER 2,"Rochester, NY",New York,55,Monroe
Orange,New York,36071.0,11,0,03/16/2020,2.1,ug/m3 LC,9,QUEENS COLLEGE 2,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Orange,New York,36071.0,11,0,03/16/2020,5.3,ug/m3 LC,22,Queens College Near Road,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Orange,New York,36071.0,11,0,03/16/2020,5.7,ug/m3 LC,24,PINNACLE STATE PARK,"Corning, NY",New York,101,Steuben
Putnam,New York,36079.0,2,0,03/16/2020,4.7,ug/m3 LC,20,ALBANY COUNTY HEALTH DEPT,"Albany-Schenectady-Troy, NY",New York,1,Albany
Putnam,New York,36079.0,2,0,03/16/2020,3.7,ug/m3 LC,15,Buffalo Near-Road,"Buffalo-Cheektowaga-Niagara Falls, NY",New York,29,Erie
Putnam,New York,36079.0,2,0,03/16/2020,1.7,ug/m3 LC,7,WHITEFACE BASE,,New York,31,Essex
Putnam,New York,36079.0,2,0,03/16/2020,4.9,ug/m3 LC,20,Rochester Near-Road,"Rochester, NY",New York,55,Monroe
Putnam,New York,36079.0,2,0,03/16/2020,5.8,ug/m3 LC,24,ROCHESTER 2,"Rochester, NY",New York,55,Monroe
Putnam,New York,36079.0,2,0,03/16/2020,2.1,ug/m3 LC,9,QUEENS COLLEGE 2,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Putnam,New York,36079.0,2,0,03/16/2020,5.3,ug/m3 LC,22,Queens College Near Road,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Putnam,New York,36079.0,2,0,03/16/2020,5.7,ug/m3 LC,24,PINNACLE STATE PARK,"Corning, NY",New York,101,Steuben
Rockland,New York,36087.0,16,1,03/16/2020,4.7,ug/m3 LC,20,ALBANY COUNTY HEALTH DEPT,"Albany-Schenectady-Troy, NY",New York,1,Albany
Rockland,New York,36087.0,16,1,03/16/2020,3.7,ug/m3 LC,15,Buffalo Near-Road,"Buffalo-Cheektowaga-Niagara Falls, NY",New York,29,Erie
Rockland,New York,36087.0,16,1,03/16/2020,1.7,ug/m3 LC,7,WHITEFACE BASE,,New York,31,Essex
Rockland,New York,36087.0,16,1,03/16/2020,4.9,ug/m3 LC,20,Rochester Near-Road,"Rochester, NY",New York,55,Monroe
Rockland,New York,36087.0,16,1,03/16/2020,5.8,ug/m3 LC,24,ROCHESTER 2,"Rochester, NY",New York,55,Monroe
Rockland,New York,36087.0,16,1,03/16/2020,2.1,ug/m3 LC,9,QUEENS COLLEGE 2,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Rockland,New York,36087.0,16,1,03/16/2020,5.3,ug/m3 LC,22,Queens College Near Road,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Rockland,New York,36087.0,16,1,03/16/2020,5.7,ug/m3 LC,24,PINNACLE STATE PARK,"Corning, NY",New York,101,Steuben
Saratoga,New York,36091.0,5,0,03/16/2020,4.7,ug/m3 LC,20,ALBANY COUNTY HEALTH DEPT,"Albany-Schenectady-Troy, NY",New York,1,Albany
Saratoga,New York,36091.0,5,0,03/16/2020,3.7,ug/m3 LC,15,Buffalo Near-Road,"Buffalo-Cheektowaga-Niagara Falls, NY",New York,29,Erie
Saratoga,New York,36091.0,5,0,03/16/2020,1.7,ug/m3 LC,7,WHITEFACE BASE,,New York,31,Essex
Saratoga,New York,36091.0,5,0,03/16/2020,4.9,ug/m3 LC,20,Rochester Near-Road,"Rochester, NY",New York,55,Monroe
Saratoga,New York,36091.0,5,0,03/16/2020,5.8,ug/m3 LC,24,ROCHESTER 2,"Rochester, NY",New York,55,Monroe
Saratoga,New York,36091.0,5,0,03/16/2020,2.1,ug/m3 LC,9,QUEENS COLLEGE 2,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
